Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,6,0.0,7666,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,260.8922515,7666.0,0.0,7666,7666,7666,7666.0,0.0,7666,7666,0,0.0,0.0,0,0,0,0,0,0,40,0,260.8922515,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
3389,6,0.0,2192803,10,7,673,301,187,0,67.3,68.0392860371,197,0,43.0,74.6681547471,444.1803481663,7.7526344136,137050.1875,264305.232546064,927183,21,2192803,243644.777777778,338134.901047932,979784,68,2172105,362017.5,440874.983316019,984373,206,0,0,0,0,212,152,4.5603731845,3.1922612291,0,197,54.1111111111,68.8766065374,4743.9869281046,0,0,1,1,0,0,0,1,0,57.2941176471,67.3,43.0,0,0,0,0,0,0,10,673,7,301,8192,63327,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,0.0,6016670,4,2,168,133,168,0,42.0,84.0,133,0,66.5,94.0452019,50.02767311,0.997229364,1203334.0,2688775.284,6013161,48,6016670,2005556.667,3470687.449,6013161,340,6013739,6013739.0,0.0,6013739,6013739,0,0,0,0,92,52,0.664819576,0.332409788,0,168,43.0,74.12826721,5495.0,0,0,1,1,0,0,0,1,0,50.16666667,42.0,66.5,0,0,0,0,0,0,4,168,2,133,8192,2240,1,20,340.0,0.0,340,340,6013161.0,0.0,6013161,6013161,Infiltration
34196,6,0.0,5314390,5,3,935,392,935,0,187.0,418.1447118,392,0,130.6666667,226.3213055,249.6994011,1.505346804,759198.5714,1932075.98,5139558,8,5314390,1328597.5,2541105.042,5139566,25,118333,59166.5,83286.57222,118059,274,0,0,0,0,168,104,0.940841752,0.564505051,0,935,147.4444444,322.5349249,104028.7778,0,0,0,0,1,0,0,0,0,165.875,187.0,130.6666667,0,0,0,0,0,0,5,935,3,392,219,211,1,32,0.0,0.0,0,0,5139558.0,0.0,5139558,5139558,Benign
80,6,0.0,186,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10752.688172043,186.0,0.0,186,186,186,186.0,0.0,186,186,0,0.0,0.0,0,0,0,0,0,0,40,0,10752.688172043,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,64240,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,0.0,5966763,2,2,80,230,50,30,40.0,14.1421356237,132,98,115.0,24.0416305603,51.9544684446,0.670380238,1988921.0,3442836.40535954,5964366,648,5965014,5965014.0,0.0,5965014,5965014,5966115,5966115.0,0.0,5966115,5966115,0,0,0,0,16,16,0.335190119,0.335190119,30,132,72.0,41.8568990729,1752.0,0,0,0,0,0,0,0,0,1,90.0,40.0,115.0,0,0,0,0,0,0,2,80,2,230,-1,-1,1,8,648.0,0.0,648,648,5964366.0,0.0,5964366,5964366,Benign
80,6,0.0,4767,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,419.5510803,4767.0,0.0,4767,4767,4767,4767.0,0.0,4767,4767,0,0.0,0.0,0,0,0,0,0,0,64,0,419.5510803,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
53,17,0.0,1481,1,1,43,99,43,43,43.0,0.0,99,99,99.0,0.0,95881.16138,1350.438893,1481.0,0.0,1481,1481,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,675.2194463,675.2194463,43,99,61.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,92.5,43.0,99.0,0,0,0,0,0,0,1,43,1,99,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
58181,6,0.0,846,2,0,848,0,848,0,424.0,599.6265504,0,0,0.0,0.0,1002364.066,2364.066194,846.0,0.0,846,846,846,846.0,0.0,846,846,0,0.0,0.0,0,0,1,0,0,0,64,0,2364.066194,0.0,0,848,565.3333333,489.5930283,239701.3333,0,1,0,0,1,0,0,0,0,848.0,424.0,0.0,0,0,0,0,0,0,2,848,0,0,233,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,0.0,13,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,153846.153846154,13.0,0.0,13,13,13,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0,0,0,40,0,153846.153846154,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2051,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
3389,6,0.0,2886959,8,8,1148,1600,677,0,143.5,228.129662379,1173,0,200.0,404.854471208,951.8666527651,5.5421639171,192463.933333333,278532.431714223,937530,5,2886959,412422.714285714,474353.873194796,1193377,5,2696408,385201.142857143,314772.803240384,937530,153026,0,0,0,0,172,172,2.7710819586,2.7710819586,0,1173,161.6470588235,311.4666798344,97011.4926470588,0,0,0,1,0,0,0,0,1,171.75,143.5,200.0,0,0,0,0,0,0,8,1148,8,1600,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,0.0,5682,3,4,316,935,316,0,105.3333333,182.4426851,935,0,233.75,467.5,220168.9546,1231.960577,947.0,1915.967849,4839,4,5204,2602.0,3163.595739,4839,365,5677,1892.333333,2873.881406,5203,40,0,0,0,0,72,92,527.9831045,703.9774727,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,1,178.7142857,105.3333333,233.75,0,0,0,0,0,0,3,316,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,0.0,11451,3,4,310,935,310,0,103.3333333,178.9785834,935,0,233.75,467.5,108724.1289,611.3003231,1908.5,4013.670477,10058,3,10336,5168.0,6915.50432,10058,278,11448,3816.0,5675.105197,10341,29,0,0,0,0,72,92,261.9858528,349.3144704,0,935,155.625,333.0748254,110938.8393,0,0,1,1,0,0,0,1,1,177.8571429,103.3333333,233.75,0,0,0,0,0,0,3,310,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
55456,6,0.0,36393,5,2,935,274,935,0,187.0,418.1447118,274,0,137.0,193.747258,33220.67431,192.3446817,6065.5,14089.76024,34813,2,36393,9098.25,17872.45528,35905,2,34813,34813.0,0.0,34813,34813,0,0,0,0,124,40,137.3890583,54.95562333,0,935,151.125,330.9274575,109512.9821,0,0,1,1,0,0,0,1,0,172.7142857,187.0,137.0,0,0,0,0,0,0,5,935,2,274,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,0.0,588913,5,4,373,172,140,0,74.6,70.28371077,133,0,43.0,62.75348596,925.4338077,15.28239315,73614.125,101448.9088,196775,30,588851,147212.75,97957.28668,196900,279,588883,196294.3333,484.5506509,196837,195905,0,0,0,0,112,92,8.490218419,6.792174735,0,140,54.5,64.19804428,4121.388889,0,0,0,1,0,0,0,0,0,60.55555556,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
80,6,0.0,37200,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,53.76344086,37200.0,0.0,37200,37200,37200,37200.0,0.0,37200,37200,0,0.0,0.0,0,0,0,0,0,0,64,0,53.76344086,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
50844,6,0.0,4264217,4,5,935,338,935,0,233.75,467.5,338,0,67.6,151.1581953,298.5307736,2.110586774,533027.125,1480222.837,4196356,3,4235786,1411928.667,2411390.942,4196362,17583,67861,16965.25,9532.605009,30848,9578,0,0,0,0,136,168,0.938038566,1.172548208,0,935,127.3,303.0247698,91824.01111,0,0,0,0,1,0,0,0,1,141.4444444,233.75,67.6,0,0,0,0,0,0,4,935,5,338,237,225,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52600,6,0.0,23,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86956.52174,23.0,0.0,23,23,23,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0,0,0,40,0,86956.52174,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,131,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
500,6,0.0,240,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8333.333333,240.0,0.0,240,240,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,4166.666667,4166.666667,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
3389,6,0.0,1754381,8,7,1144,1581,677,0,143.0,227.9699228,1173,0,225.8571429,430.0986044,1553.254396,8.550024197,125312.9286,241295.4779,937507,38,1754381,250625.8571,395956.2735,1142352,550,1614197,269032.8333,328679.0529,937507,110890,0,0,0,0,172,152,4.560012905,3.990011292,0,1173,170.3125,319.4027173,102018.0958,0,0,1,1,0,0,0,1,0,181.6666667,143.0,225.8571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
46344,6,0.0,3097662,5,3,935,345,935,0,187.0,418.1447118,345,0,115.0,199.1858429,413.2148698,2.582592936,442523.1429,1138721.246,3024661,8,3097662,774415.5,1500276.744,3024669,22,30025,15012.5,5890.906594,19178,10847,0,0,0,0,168,104,1.614120585,0.968472351,0,935,142.2222222,318.434757,101400.6944,0,0,0,0,1,0,0,0,0,160.0,187.0,115.0,0,0,0,0,0,0,5,935,3,345,237,211,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,0.0,1146,1,1,37,77,37,37,37.0,0.0,77,77,77.0,0.0,99476.43979,1745.200698,1146.0,0.0,1146,1146,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,872.600349,872.600349,37,77,50.33333333,23.09401077,533.3333333,0,0,0,0,0,0,0,0,1,75.5,37.0,77.0,0,0,0,0,0,0,1,37,1,77,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
1010,6,0.0,247,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8097.165992,247.0,0.0,247,247,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,4048.582996,4048.582996,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
80,6,0.0,411,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4866.1800486618,411.0,0.0,411,411,411,411.0,0.0,411,411,0,0.0,0.0,0,0,0,0,0,0,40,0,4866.1800486618,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
80,6,0.0,16269,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,122.9331858,16269.0,0.0,16269,16269,16269,16269.0,0.0,16269,16269,0,0.0,0.0,0,0,0,0,0,0,40,0,122.9331858,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,17,0.0,35377,1,1,37,102,37,37,37.0,0.0,102,102,102.0,0.0,3929.1064816124,56.5339062102,35377.0,0.0,35377,35377,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,28.2669531051,28.2669531051,37,102,58.6666666667,37.5277674973,1408.3333333333,0,0,0,0,0,0,0,0,1,88.0,37.0,102.0,0,0,0,0,0,0,1,37,1,102,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,0.0,112639801,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266335698,56319900.5,130.8147545195,56319993,56319808,112639801,56319900.5,130.8147545195,56319993,56319808,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266335698,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56319900.5,130.8147545195,56319993,56319808,Benign
5550,6,0.0,247,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8097.165992,247.0,0.0,247,247,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,4048.582996,4048.582996,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
53,17,0.0,2383,1,1,33,252,33,33,33.0,0.0,252,252,252.0,0.0,119597.14645405,839.2782207302,2383.0,0.0,2383,2383,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,419.6391103651,419.6391103651,33,252,106.0,126.4397089525,15987.0,0,0,0,0,0,0,0,0,1,159.0,33.0,252.0,0,0,0,0,0,0,1,33,1,252,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,0.0,146,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20547.9452054795,73.0,96.1665222414,141,5,146,73.0,96.1665222414,141,5,0,0.0,0.0,0,0,0,0,0,0,60,0,20547.9452054795,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
80,6,0.0,5970,3,4,308,935,308,0,102.6666667,177.8238829,935,0,233.75,467.5,208207.7052,1172.529313,995.0,2092.926755,5256,5,5573,2786.5,3492.400392,5256,317,5965,1988.333333,3114.065242,5580,43,0,0,0,0,72,92,502.5125628,670.0167504,0,935,155.375,332.9431258,110851.125,0,0,1,1,0,0,0,1,1,177.5714286,102.6666667,233.75,0,0,0,0,0,0,3,308,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
3389,6,0.0,3748646,11,13,1341,2186,661,0,121.9090909091,189.4188240622,1173,0,168.1538461538,325.5077690199,940.8730512297,6.4023116613,162984.608695652,254550.472726609,961100,4,3748646,374864.6,401755.197227588,1194797,4,3577411,298117.583333333,292847.872192266,961100,43929,0,0,0,0,232,308,2.9343928448,3.4679188166,0,1173,141.08,263.2911759504,69322.2433333333,0,0,1,1,0,0,0,1,1,146.9583333333,121.9090909091,168.1538461538,0,0,0,0,0,0,11,1341,13,2186,8192,62872,8,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50336,6,0.0,229,2,1,38,0,38,0,19.0,26.8700576851,0,0,0.0,0.0,165938.864628821,13100.4366812227,114.5,132.2289680819,208,21,229,229.0,0.0,229,229,0,0.0,0.0,0,0,1,0,0,0,40,20,8733.6244541485,4366.8122270742,0,38,19.0,21.9393102292,481.3333333333,0,1,0,0,1,0,0,0,0,25.3333333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,0.0,297,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,259259.2593,10101.0101,148.5,181.7264428,277,20,297,148.5,181.7264428,277,20,0,0.0,0.0,0,0,1,0,0,0,60,0,10101.0101,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
563,6,0.0,258,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7751.937984,258.0,0.0,258,258,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,3875.968992,3875.968992,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
80,6,0.0,105,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19047.61905,105.0,0.0,105,105,105,105.0,0.0,105,105,0,0.0,0.0,0,0,0,0,0,0,64,0,19047.61905,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
49662,6,0.0,1592,5,2,935,250,935,0,187.0,418.1447118,250,0,125.0,176.7766953,744346.7337,4396.984925,265.3333333,403.3726152,1055,7,1592,398.0,630.9469074,1333,7,1055,1055.0,0.0,1055,1055,0,0,0,0,124,40,3140.703518,1256.281407,0,935,148.125,329.7611419,108742.4107,0,0,1,1,0,0,0,1,0,169.2857143,187.0,125.0,0,0,0,0,0,0,5,935,2,250,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,0.0,3603454,11,7,1148,1581,677,0,104.3636364,202.2944748,1173,0,225.8571429,430.0986044,757.3289405,4.995207376,211967.8824,294483.6386,953354,45,3603454,360345.4,391990.8463,1217102,45,3364658,560776.3333,429444.9593,1103729,155714,0,0,0,0,232,152,3.05262673,1.942580646,0,1173,143.6315789,298.5202786,89114.35673,0,0,1,1,0,0,0,1,0,151.6111111,104.3636364,225.8571429,0,0,0,0,0,0,11,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
3389,6,0.0,2925780,9,10,1333,2813,661,0,148.1111111,209.3349257,1173,0,281.3,477.8542432,1417.058015,6.493994764,162543.3333,239102.3576,953173,28,2925780,365722.5,392019.31,1170218,134,2760480,306720.0,272423.7806,953173,65722,0,0,0,0,192,224,3.076102783,3.417891981,0,1173,207.3,365.2637259,133417.5895,0,0,1,1,0,0,0,1,1,218.2105263,148.1111111,281.3,0,0,0,0,0,0,9,1333,10,2813,8192,62872,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
80,6,0.0,3392853,4,5,351,935,351,0,87.75,175.5,935,0,187.0,418.1447118,379.0320418,2.652634818,424106.625,1171298.6,3322666,5,3347154,1115718.0,1911281.228,3322672,8855,3392847,848211.75,1649745.94,3322673,59,0,0,0,0,136,168,1.178948808,1.47368601,0,935,128.6,304.0552581,92449.6,0,0,0,0,1,1,0,0,1,142.8888889,87.75,187.0,0,0,0,0,0,0,4,351,5,935,225,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,6,0.0,745,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,871140.939597315,9395.9731543624,124.1666666667,84.1793719783,238,0,429,214.5,112.4299782087,294,135,507,169.0,174.2153839361,348,0,0,0,0,0,72,92,4026.8456375839,5369.1275167785,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,0.0,1659883,8,7,1144,1581,677,0,143.0,227.9699228282,1173,0,225.8571428571,430.0986044197,1641.6819739705,9.0367815081,118563.071428571,245733.990609128,953154,81,1659883,237126.142857143,387134.470616446,1109909,81,1555541,259256.833333333,340531.961220921,953154,104994,0,0,0,0,172,152,4.8196168043,4.2171647038,0,1173,170.3125,319.402717323,102018.095833333,0,0,1,1,0,0,0,1,0,181.6666666667,143.0,225.8571428571,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,0.0,5932473,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.67425507,1977491.0,3397317.055,5900331,11,5932473,2966236.5,4149436.235,5900331,32142,0,0.0,0.0,0,0,0,0,0,0,72,32,0.505691303,0.168563768,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
3389,6,0.0,5720181,9,10,1128,1637,661,0,125.3333333333,213.4830204021,1173,0,163.7,365.2612611391,483.3763127426,3.321573216,317787.833333333,709020.458052081,3012083,3,5720181,715022.625,1077606.63533697,3073590,3,5543270,615918.888888889,932581.422818464,3012083,181384,0,0,0,0,204,224,1.5733767865,1.7481964294,0,1173,138.25,289.5035451106,83812.302631579,0,0,1,1,0,0,0,1,1,145.5263157895,125.3333333333,163.7,0,0,0,0,0,0,9,1128,10,1637,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,0.0,100939423,12,6,234,210,39,0,19.5,20.36708575,35,35,35.0,0.0,4.398677809,0.178324776,5937613.118,9434884.652,20200000,399,101000000,9176311.182,10500000.0,20200000,51710,101000000,20200000.0,28690.15697,20200000,20200000,1,0,0,0,240,120,0.118883184,0.059441592,0,39,25.42105263,17.82419015,317.7017544,0,1,0,0,1,0,0,0,0,26.83333333,19.5,35.0,0,0,0,0,0,0,12,234,6,210,2050,147,5,20,58534.8,3840.852861,60897,51710,20100000.0,32458.21793,20200000,20100000,Infiltration
5962,6,0.0,242,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8264.46281,242.0,0.0,242,242,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,4132.231405,4132.231405,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
80,6,0.0,15316,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,130.5823975,15316.0,0.0,15316,15316,15316,15316.0,0.0,15316,15316,0,0.0,0.0,0,0,0,0,0,0,40,0,130.5823975,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,0.0,52094,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57.58820594,26047.0,25494.02789,44074,8020,52094,26047.0,25494.02789,44074,8020,0,0.0,0.0,0,0,0,0,0,0,96,0,57.58820594,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
60916,6,0.0,4262527,5,3,935,358,935,0,187.0,418.1447118,358,0,119.3333333,206.6913964,303.341187,1.876820956,608932.4286,1553451.664,4130077,7,4262527,1065631.75,2043910.252,4130084,23,131898,65949.0,92889.78942,131632,266,0,0,0,0,168,104,1.173013098,0.703807859,0,935,143.6666667,319.4972613,102078.5,0,0,0,0,1,0,0,0,0,161.625,187.0,119.3333333,0,0,0,0,0,0,5,935,3,358,219,211,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,0.0,1344,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1488.095238,1344.0,0.0,1344,1344,1344,1344.0,0.0,1344,1344,0,0.0,0.0,0,0,0,0,0,0,40,0,1488.095238,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
54043,6,0.0,86236815,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0231919511,86236815.0,0.0,86236815,86236815,86236815,86236815.0,0.0,86236815,86236815,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0231919511,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62541,-1,0,20,0.0,0.0,0,0,86236815.0,0.0,86236815,86236815,Benign
80,6,0.0,35357,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,56.56588511,35357.0,0.0,35357,35357,35357,35357.0,0.0,35357,35357,0,0.0,0.0,0,0,0,0,0,0,64,0,56.56588511,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,6,0.0,34164558,7,8,434,1776,431,0,62.0,162.7144738491,1460,0,222.0,512.3034814862,64.6869191166,0.4390514872,2440325.57142857,4229916.68258042,10009648,1,30184298,5030716.33333333,5481212.64787498,10046668,166,34124332,4874904.57142857,5033985.54936453,10050239,1,0,0,0,0,152,208,0.204890694,0.2341607932,0,1460,138.125,375.2300405529,140797.583333333,0,0,0,1,0,0,0,0,1,147.3333333333,62.0,222.0,0,0,0,0,0,0,7,434,8,1776,8192,946,4,20,54094.0,23587.217470486,81330,40392,10007338.6666667,2001.3848538783,10009648,10006108,Benign
